row ID;row m/z;row retention time;name;row identity (main ID);row identity (all IDs);row identity (main ID + details);identity;row number of detected peaks;average;CRE/WT;WT/Tert;CRE/Tert;t test;Tert G1;Tert G2;Tert G3;Tert G4;Tert G5;Tert G6;Tert G7;Tert G8;WT G1;WT G2;WT G3;WT G4;WT G5;WT G6;WT G7;WT G8;CRE G1;CRE G2;CRE G3;CRE G4;CRE G5;CRE G6;CRE G7;CRE G8;CRE G9
1882;396,2480792;16,77236706;NEGmz396.248rt16.77;Phytosphingosine-1-P;Phytosphingosine-1-P;ID: HMDB0012280_Name: Phytosphingosine-1-P_Molecular formula: C18H40NO6P_Identification method: HMDB All metabolites - M-H.txt;HMDB0012280;23;1,85E+06;0,271;0,867;0,235;0,000;1427711;2908090,75;2353334,5;3300505,25;2927171,25;3535064;2376112;2922427,5;4265696;3246269,25;1929247,625;4261811,5;1230908,375;2165556;313316,8438;1444711,625;252709,7188;288398,25;720089,9375;1058951,375;620577,0625;646542,5625;1536017,5;351639,25;278304,3438
28031;118,9257175;22,45916635;NEGmz118.926rt22.46;Dichlorodifluoromethane;Dichlorodifluoromethane;ID: HMDB0029570_Name: Dichlorodifluoromethane_Molecular formula: CCl2F2_Identification method: HMDB All metabolites - M-H.txt;HMDB0029570;17;3,81E+05;0,976;4,712;4,599;0,000;63175,375;53373,77344;47081,33594;45369,34766;49777,16016;35498,32813;199058,6719;381034,7188;482348,25;742671,8125;513066,375;491746,7188;601928,75;536404,5625;440947,2813;311330,8125;411987;608136,75;563601,3125;613850,1875;409597,3438;450944,125;393773,5313;588451,9375;483141,5
698;337,2061578;18,58406576;NEGmz337.206rt18.58;Lisuride;Lisuride_Dodecyl gallate_[6]-Gingerdiol 3-acetate_[6]-Gingerdiol 5-acetate;ID: HMDB0014727_Name: Lisuride_Molecular formula: C20H26N4O_Identification method: HMDB All metabolites - M-H.txt;HMDB0014727;25;3,09E+06;0,732;0,306;0,224;0,000;4968864;7601685;8244780;8909851;4421010;6497997,5;5120223;3799553,75;1609609,875;1575073,25;1881394;1535973,625;1750625,75;1092101,75;4428805;1269622,75;1044217,125;1059925,125;1335180,875;1206052,25;1127866,125;1775118,625;1835043,125;1494280,75;1589172,875
2523;193,0864169;15,78631572;NEGmz193.086rt15.79;(R)-3-Hydroxy-5-phenylpentanoic acid;(R)-3-Hydroxy-5-phenylpentanoic acid_2,5-Dimethoxy-4-(2-propenyl)phenol_Butylparaben_Zingerone_Ethyl 4-methylphenoxyacetate_4-Methoxybenzyl propanoate_Isobutyl salicylate_2,6-Dimethoxy-4-(1-propenyl)phenol_Butyl salicylate_Methoxyeugenol_5-Hydroxy-2-benzyl-1,3-dioxane_2-Benzyl-5-hydroxymethyl-1,3-dioxolane_3-Hydroxyphenyl-valeric acid_Ethyl 4-ethoxybenzoate_[2-(2-Methylphenyl)-1,3-dioxolan-4-yl]methanol_[2-(3-Methylphenyl)-1,3-dioxolan-4-yl]methanol_[2-(4-Methylphenyl)-1,3-dioxolan-4-yl]methanol_2-(2-Methylphenyl)-1,3-dioxan-5-ol_2-(3-Methylphenyl)-1,3-dioxan-5-ol_2-(4-Methylphenyl)-1,3-dioxan-5-ol;ID: HMDB0031517_Name: (R)-3-Hydroxy-5-phenylpentanoic acid_Molecular formula: C11H14O3_Identification method: HMDB All metabolites - M-H.txt;HMDB0031517;25;1,11E+06;1,157;1,334;1,544;0,000;963650,125;793726,0625;755729,25;951465,1875;825729,875;994808;736940,5625;821065,0625;1042664,125;809944,5625;930131,5625;987185,3125;1461678,875;1081702,375;1220701,125;1594133,125;1123064,75;1211234,125;1072939,125;1394303,75;1471519;1468548,5;1485820,375;1288077,5;1369169,375
22569;679,5485315;22,66102619;NEGmz679.549rt22.66;Plastoquinone 8;Plastoquinone 8;ID: HMDB0030129_Name: Plastoquinone 8_Molecular formula: C48H72O2_Identification method: HMDB All metabolites - M-H.txt;HMDB0030129;21;1,21E+06;1,113;2,717;3,025;0,000;290247,8125;244053,6719;387917,5;401317,75;640996,75;353390,5625;910157,3125;1008945,313;1426962,125;1904545,25;1787992,875;1548492,5;1397700,375;1300435,125;1042509,5;1101708,75;1348945,25;2228885,25;1837969,75;1582338,25;1254829,375;1421219,125;1230708,875;1801940;1710595,125
30093;772,5886731;19,86623395;POSmz772.589rt19.87;PC(15:0/20:2(11Z,14Z));PC(15:0/20:2(11Z,14Z))_PC(20:2(11Z,14Z)/15:0)_PE(14:1(9Z)/24:1(15Z))_PE(16:0/22:2(13Z,16Z))_PE(16:1(9Z)/22:1(13Z))_PE(18:0/20:2(11Z,14Z))_PE(18:1(11Z)/20:1(11Z))_PE(18:1(9Z)/20:1(11Z))_PE(18:2(9Z,12Z)/20:0)_PE(20:0/18:2(9Z,12Z))_PE(20:1(11Z)/18:1(11Z))_PE(20:1(11Z)/18:1(9Z))_PE(20:2(11Z,14Z)/18:0)_PE(22:1(13Z)/16:1(9Z))_PE(22:2(13Z,16Z)/16:0)_PE(24:1(15Z)/14:1(9Z))_PE-NMe2(18:1(9Z)/18:1(9Z));ID: HMDB0007946_Name: PC(15:0/20:2(11Z,14Z))_Molecular formula: C43H82NO8P_Identification method: HMDB All metabolites - M+H.txt;HMDB0007946;15;1,10E+06;1,126;4,511;5,077;0,000;250942,6719;414630,25;146167,375;154942,8281;314320,4688;169875,1719;271718,4375;727237,4375;1354681;1585905,375;1198866,875;1586819,25;1459840,625;1424906,125;793259,125;1645983,75;1335289,875;580312,625;1736992,625;1428367,75;1308192,625;1620219,125;1757912,5;2149132,75;2076796,75
467;309,1745209;17,2044736;NEGmz309.175rt17.2;3-Hydroxy-6,8-dimethoxy-7(11)-eremophilen-12,8-olide;3-Hydroxy-6,8-dimethoxy-7(11)-eremophilen-12,8-olide_Valdiate;ID: HMDB0040756_Name: 3-Hydroxy-6,8-dimethoxy-7(11)-eremophilen-12,8-olide_Molecular formula: C17H26O5_Identification method: HMDB All metabolites - M-H.txt;HMDB0040756;25;9,60E+06;0,724;0,407;0,294;0,000;8518725;1,82E+07;1,83E+07;2,22E+07;1,31E+07;2,53E+07;1,56E+07;1,68E+07;5951185;5968096,5;7151312;5977690;5228968,5;4033077;1,55E+07;6294895,5;3511935;4446881,5;4984652;4269628;5096704,5;7117042,5;5726951,5;5079600;5459540,5
380;246,152261;14,88542384;POSmz246.152rt14.89;S-3-oxodecanoyl cysteamine;S-3-oxodecanoyl cysteamine;ID: HMDB0059773_Name: S-3-oxodecanoyl cysteamine_Molecular formula: C12H23NO2S_Identification method: HMDB All metabolites - M+H.txt;HMDB0059773;25;1,33E+07;0,962;0,227;0,219;0,000;1,70E+07;2,58E+07;3,72E+07;2,17E+07;2,95E+07;3,80E+07;3,96E+07;1,75E+07;1,13E+07;6219796,5;8670805;6487632,5;870554,6875;6853154;4465299,5;6596310,5;8061890;2779306,75;4386432;4253122;1,08E+07;4648443;7077262,5;7946633;5757918,5
996;147,0474323;2,679106612;POSmz147.047rt2.68;Dihydro-2-methoxy-2-methyl-3(2H)-thiophenone;Dihydro-2-methoxy-2-methyl-3(2H)-thiophenone;ID: HMDB0040237_Name: Dihydro-2-methoxy-2-methyl-3(2H)-thiophenone_Molecular formula: C6H10O2S_Identification method: HMDB All metabolites - M+H.txt;HMDB0040237;25;3,81E+06;0,959;0,687;0,659;0,000;5074078,5;5317477;4917207;5306747,5;5426175,5;4757769,5;4329129,5;4116770,25;2922847;3227204;2742288,75;2811585,25;3455482;4546141;4722495;2536697;2214152,75;2660146,75;3480325;3062015;3464458;3694121,25;3826206,25;3217689;3483199,25
1682;207,0142911;1,679793816;NEGmz207.014rt1.68;Garcinia acid;Garcinia acid;ID: HMDB0031159_Name: Garcinia acid_Molecular formula: C6H8O8_Identification method: HMDB All metabolites - M-H.txt;HMDB0031159;25;4,14E+06;1,273;2,259;2,876;0,000;1659564;2295465,25;1454791,75;1929158,25;2882014,75;1041435,563;2344285,25;2312163,75;5868506,5;5370660;5621244,5;4700968;2704692;4912960;2594431,75;4194679,5;7410054,5;7193537;3902387,5;5100313;4367028,5;5786050,5;7356309;4042718,75;6354975
27202;681,5515362;22,68157124;NEGmz681.552rt22.68;DG(18:2n6/0:0/22:4n6);DG(18:2n6/0:0/22:4n6)_DG(20:2n6/0:0/22:4n6);ID: HMDB0056288_Name: DG(18:2n6/0:0/22:4n6)_Molecular formula: C44H74O5_Identification method: HMDB All metabolites - M-H.txt;HMDB0056288;15;1,41E+05;0,917;7,321;6,715;0,000;0;0;0;0;0;0;63672,24609;158392,9063;244778,6563;245863,5781;264419,0938;174963,2344;188944,4531;182997,2813;163554,7344;160211,3906;131891,6563;262102,5469;207950,3281;153723,1094;193953,25;177900,5781;143259,5313;211623,2344;195113,1875
25486;760,5858997;20,34129017;POSmz760.586rt20.34;PC(14:0/20:1(11Z));PC(14:0/20:1(11Z))_PC(14:1(9Z)/20:0)_PC(16:0/18:1(11Z))_PC(16:0/18:1(9Z))_PC(16:1(9Z)/18:0)_PC(18:0/16:1(9Z))_PC(18:1(11Z)/16:0)_PC(18:1(9Z)/16:0)_PC(20:0/14:1(9Z))_PC(20:1(11Z)/14:0)_PE(15:0/22:1(13Z))_PE(22:1(13Z)/15:0);ID: HMDB0007879_Name: PC(14:0/20:1(11Z))_Molecular formula: C42H82NO8P_Identification method: HMDB All metabolites - M+H.txt;HMDB0007879;12;1,49E+07;1,893;3,547;6,715;0,000;322560,5;320631,4688;3993875,5;2515971;6445335;7316334;5681738,5;4192434,75;9954265;3328623,5;1,12E+07;7524253;1,74E+07;2,37E+07;1,20E+07;2,41E+07;1,31E+07;1,59E+07;4,11E+07;1,89E+07;3,26E+07;2,60E+07;2,96E+07;2,31E+07;3,23E+07
27218;879,5949562;17,02792565;NEGmz879.595rt17.03;PC(DiMe(11,3)/MonoMe(11,5));PC(DiMe(11,3)/MonoMe(11,5))_PC(DiMe(11,5)/MonoMe(11,3))_PC(DiMe(11,5)/MonoMe(9,5))_PC(DiMe(9,3)/MonoMe(13,5))_PC(DiMe(9,5)/MonoMe(11,5))_PC(MonoMe(11,3)/DiMe(11,5))_PC(MonoMe(11,5)/DiMe(11,3))_PC(MonoMe(11,5)/DiMe(9,5))_PC(MonoMe(13,5)/DiMe(9,3))_PC(MonoMe(9,5)/DiMe(11,5));ID: HMDB0061396_Name: PC(DiMe(11,3)/MonoMe(11,5))_Molecular formula: C49H87NO10P_Identification method: HMDB All metabolites - M-H.txt;HMDB0061396;18;1,07E+05;0,905;7,075;6,400;0,000;0;0;0;0;0;0;62682,125;112598,9766;123276,0156;95654,41406;147696,0313;189758,9375;191140,1406;164889,7188;156222,9063;171487,7344;139997,4063;155447,3906;175808,7656;143771,1563;133305,1563;186225,8438;110667,5938;132812,2188;83943,66406
164;265,1483698;16,58179996;NEGmz265.148rt16.58;Humulinic acid A;Humulinic acid A_Adhumulinic acid_Blennin D_Absindiol_(R)-Athanagrandione_Artemin_10-Hydroxymyoporone_(6beta,8betaOH)-6,8-Dihydroxy-7(11)-eremophilen-12,8-olide_3,14-Dihydroxy-11,13-dihydrocostunolide_Arlatin_1alpha,15-Dihydroxymarasmene_3alpha,15-Dihydroxymarasmene_Arabsin_Alkhanol_(1alpha,4alpha,5beta,6alpha,11betaH)-1,4-Epoxy-5-hydroxy-10(14)-germacren-12,6-olide_1alpha-Hydroxyarbusculin A_Sporol_Ipomeamaronol_7-Hydroxytrichodermol_4'-Dihydroabscisic acid_Ipomeamaronolide_Isoleptospermone_Deoxyartemsinin;ID: HMDB0030104_Name: Humulinic acid A_Molecular formula: C15H22O4_Identification method: HMDB All metabolites - M-H.txt;HMDB0030104;25;3,71E+07;0,847;0,311;0,264;0,000;3,04E+07;7,65E+07;9,01E+07;1,02E+08;5,66E+07;9,38E+07;7,45E+07;5,35E+07;2,00E+07;2,08E+07;2,65E+07;1,82E+07;2,04E+07;1,30E+07;3,85E+07;2,23E+07;1,25E+07;1,60E+07;1,68E+07;1,56E+07;2,13E+07;2,26E+07;2,41E+07;2,42E+07;1,82E+07
3471;271,1919135;17,33901311;NEGmz271.192rt17.34;7(14)-Bisabolene-2,3,10,11-tetrol;7(14)-Bisabolene-2,3,10,11-tetrol;ID: HMDB0035918_Name: 7(14)-Bisabolene-2,3,10,11-tetrol_Molecular formula: C15H28O4_Identification method: HMDB All metabolites - M-H.txt;HMDB0035918;23;3,77E+05;0,947;0,324;0,306;0,000;650026,8125;718881;582230,5;614631,5;1151242,875;911131,125;585329,3125;441078,6875;271432,375;216957,25;249834,8906;189484,0469;200079,5625;215921,375;241582,625;244894,5156;203551,9063;253009,5938;193041,7813;233090,5;202027,4844;191018,8438;229016;207116,5156;237327,375
1269;489,278999;20,11813426;NEGmz489.279rt20.12;Macrocarpal I;Macrocarpal I;ID: HMDB0041587_Name: Macrocarpal I_Molecular formula: C28H42O7_Identification method: HMDB All metabolites - M-H.txt;HMDB0041587;25;2,94E+06;0,418;0,681;0,285;0,000;2403192,25;4627391,5;4031349,25;6939970;4044892,75;6595469,5;4001280;4131280,25;4197897;3499178,25;4633229,5;4975835;1454043,5;2628326,5;1576644,75;2079602,875;1012268,875;1118783,125;1001832,25;1607901,625;1580362,625;1770521,75;1252580,25;1074619,75;1354944,375
2198;257,151073;10,42643615;NEGmz257.151rt10.43;Linalyl benzoate;Linalyl benzoate_Geranyl benzoate_Falcarinolone_Ginsenoyne E_Ginsenoyne A_Flavidulol B_Flavidulol A_(all-E)-1,8,10-Heptadecatriene-4,6-diyne-3,12-diol;ID: HMDB0030431_Name: Linalyl benzoate_Molecular formula: C17H22O2_Identification method: HMDB All metabolites - M-H.txt;HMDB0030431;24;8,67E+05;0,823;0,500;0,411;0,000;1159268,5;1565190,125;1539962,75;1551219,75;1445134,125;1596779,375;1437839,75;752494,5;516774,3438;1117760,625;1327041,375;529734,1875;580153,625;199175;723664,9375;524991,6875;718191,625;835343,625;818350,3125;851952,875;390411,7813;353212,9063;308211,0625;321727,6875;514897,375
26700;770,4109436;18,14153038;NEGmz770.411rt18.14;beta-D-Glucosyloxydestruxin B;beta-D-Glucosyloxydestruxin B;ID: HMDB0040136_Name: beta-D-Glucosyloxydestruxin B_Molecular formula: C36H61N5O13_Identification method: HMDB All metabolites - M-H.txt;HMDB0040136;19;1,16E+05;1,310;3,159;4,138;0,000;82094,96875;0;0;0;0;0;113407,5156;134265,4844;85944,125;125113,6406;151277,7344;164421,6406;123938,4766;131366,875;131255,7813;128482,5625;138899,3594;166177,5313;189181,9688;146547,6719;190574,1719;167355,1563;183128,3438;171555,2656;181748,4063
519;93,03719055;7,20692301;POSmz93.037rt7.21;Cibulins;Cibulins_2-(Methylthio)ethanol;ID: HMDB0030299_Name: Cibulins_Molecular formula: C3H8OS_Identification method: HMDB All metabolites - M+H.txt;HMDB0030299;13;1,09E+07;0,961;0,945;0,908;0,000;1,14E+07;1,19E+07;1,16E+07;1,15E+07;1,19E+07;1,12E+07;1,11E+07;1,15E+07;1,08E+07;1,10E+07;1,06E+07;1,06E+07;1,19E+07;1,06E+07;1,11E+07;1,04E+07;1,11E+07;1,07E+07;1,08E+07;1,05E+07;1,03E+07;1,02E+07;1,04E+07;1,03E+07;9737215
5696;219,0696112;11,34449572;NEGmz219.07rt11.34;Eugenitin;Eugenitin_Isoeugenitin_Hispolone;ID: HMDB0029467_Name: Eugenitin_Molecular formula: C12H12O4_Identification method: HMDB All metabolites - M-H.txt;HMDB0029467;19;4,47E+05;2,322;3,132;7,274;0,000;333400,1563;94104,16406;25992,04492;39859,19141;40607,16797;46822,91406;279909,0313;47644,83594;685722,8125;549544,5;465965,9063;138778,7813;534511,875;127412,6094;280584,2813;62672,18359;1464822,375;764855,9375;905876,75;725811,75;1006200,313;528484,25;441644,75;718233,1875;877562,8125
40234;734,5688135;20,48470863;POSmz734.569rt20.48;PC(16:0/16:0);PC(16:0/16:0)_PC(14:0/18:0)_PC(18:0/14:0)_PE(15:0/20:0)_PE(20:0/15:0);ID: HMDB0000564_Name: PC(16:0/16:0)_Molecular formula: C40H80NO8P_Identification method: HMDB All metabolites - M+H.txt;HMDB0000564;12;2,87E+06;2,591;8,982;23,272;0,000;81243,00781;203587,0938;344227,5938;202827,0938;370092,6875;186660,5156;141396,3906;452585,3438;491773,0625;532066,6875;448080,875;394940,6875;2512683;4466183;2759880,25;6202191;1905323,125;1209396,75;7850645,5;5674471,5;7150193,5;7151642;7575646,5;6393564,5;6996818,5
8536;213,9226788;8,418525493;POSmz213.923rt8.42;3-Chloro-4-(dichloromethylene)-2,5-pyrrolidinedione;3-Chloro-4-(dichloromethylene)-2,5-pyrrolidinedione;ID: HMDB0034897_Name: 3-Chloro-4-(dichloromethylene)-2,5-pyrrolidinedione_Molecular formula: C5H2Cl3NO2_Identification method: HMDB All metabolites - M+H.txt;HMDB0034897;24;3,15E+05;0,868;0,926;0,804;0,000;324259,0938;326786,8438;358265,75;336044,875;388994,375;380392,3438;337195,5313;332937,5;312444,2813;370711,4063;328597,2188;311322,2813;318817,6875;350296,4063;296586,25;289861,375;282232,125;284311,5313;323342,7188;269848,0313;299888,875;269895,875;279404,5313;257164,8438;252075,3281
44234;862,6326558;20,75211466;POSmz862.633rt20.75;Galabiosylceramide (d18:1/16:0);Galabiosylceramide (d18:1/16:0)_Lactosylceramide (d18:1/16:0)_PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))_PC(20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))_PC(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))_PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))_PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))_PC(20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z))_PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))_PC(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))_PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))_PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))_PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))_PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))_PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))_PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0);ID: HMDB0004833_Name: Galabiosylceramide (d18:1/16:0)_Molecular formula: C46H87NO13_Identification method: HMDB All metabolites - M+H.txt;HMDB0004833;8;7,27E+05;1,886;5,351;10,090;0,000;0;0;0;93103,75;81762,58594;139025,625;279303,7188;432873,875;465425,6875;626523,625;336761,625;532253,25;623449,5;1226355,25;213509,2813;1466621,125;1196853,875;732886,1875;1108924,375;727778,875;1337686,625;1219263,875;2521929;1217989,375;1584060,625
