NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	134	-0.29115275	-1.3245196	0.054945055	0.21777962	0.878	1830	tags=24%, list=15%, signal=28%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	115	-0.29518577	-1.3097364	0.064156204	0.22620659	0.9	4012	tags=45%, list=32%, signal=66%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	92	-0.3024059	-1.2941211	0.10764872	0.23670362	0.926	3310	tags=34%, list=26%, signal=45%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	32	-0.37252128	-1.2924927	0.12066365	0.22203769	0.928	3169	tags=41%, list=25%, signal=54%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	131	-0.2884388	-1.2915434	0.07270233	0.20922124	0.93	4343	tags=44%, list=34%, signal=66%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	57	-0.3077536	-1.2066772	0.17528735	0.37156677	0.994	770	tags=16%, list=6%, signal=17%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	168	-0.25060594	-1.1867651	0.14171124	0.40019196	0.997	1976	tags=20%, list=16%, signal=23%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	158	-0.242068	-1.1308901	0.23387097	0.54208416	1.0	4030	tags=37%, list=32%, signal=54%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	97	-0.2609935	-1.1289686	0.24447514	0.5198378	1.0	3330	tags=29%, list=26%, signal=39%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	26	-0.33708286	-1.106954	0.3234811	0.56343037	1.0	835	tags=15%, list=7%, signal=16%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		189	-0.23267259	-1.1063663	0.25	0.53800267	1.0	4389	tags=33%, list=35%, signal=50%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		139	-0.24110197	-1.0957129	0.2636612	0.5466203	1.0	4025	tags=36%, list=32%, signal=52%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		36	-0.31031245	-1.0916698	0.3431677	0.5341956	1.0	1878	tags=22%, list=15%, signal=26%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		179	-0.2274701	-1.0836267	0.27559054	0.5331999	1.0	1939	tags=19%, list=15%, signal=22%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		128	-0.23950642	-1.0774964	0.3089431	0.52984107	1.0	1878	tags=18%, list=15%, signal=21%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		153	-0.23528397	-1.0743264	0.30851063	0.518006	1.0	2223	tags=20%, list=18%, signal=24%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE		131	-0.235009	-1.0619794	0.34336525	0.53073394	1.0	2566	tags=21%, list=20%, signal=27%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		179	-0.22356687	-1.0429091	0.3446034	0.5629587	1.0	3520	tags=31%, list=28%, signal=42%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		153	-0.2199942	-1.0172917	0.4305177	0.61214036	1.0	4397	tags=41%, list=35%, signal=61%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		176	-0.21782883	-1.0162092	0.41469815	0.59472215	1.0	3662	tags=30%, list=29%, signal=42%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		154	-0.21797659	-1.0025656	0.44533333	0.6141549	1.0	1986	tags=17%, list=16%, signal=20%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		50	-0.2590262	-0.9741907	0.5151976	0.671885	1.0	5199	tags=56%, list=41%, signal=95%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		135	-0.2119558	-0.95995927	0.5455801	0.691471	1.0	3445	tags=30%, list=27%, signal=40%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		52	-0.2508286	-0.957809	0.53138685	0.6764824	1.0	1732	tags=19%, list=14%, signal=22%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		170	-0.19433074	-0.9157607	0.6754967	0.76622045	1.0	1929	tags=16%, list=15%, signal=19%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		153	-0.19510196	-0.8970485	0.70133334	0.7921347	1.0	3901	tags=32%, list=31%, signal=46%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		163	-0.18388891	-0.8619597	0.79310346	0.85645485	1.0	2409	tags=20%, list=19%, signal=25%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		187	-0.18007472	-0.860584	0.78599733	0.8365227	1.0	4564	tags=37%, list=36%, signal=58%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		34	-0.24708006	-0.86009437	0.6875	0.81597966	1.0	1377	tags=18%, list=11%, signal=20%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		149	-0.15463437	-0.7183927	0.98097825	1.0	1.0	3858	tags=31%, list=31%, signal=44%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		44	-0.1704503	-0.6319521	0.9705882	1.0	1.0	5887	tags=50%, list=47%, signal=93%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		82	-0.13017938	-0.5501203	0.9985549	0.997604	1.0	6166	tags=51%, list=49%, signal=100%	
